シーズン,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,コロナ禍ダミー,国立フラグ,曜日,休日フラグ,rolling_mean_3,datetime,date,year,month,hour,temperature,rain,temp_zone,rain_flag,lag1,lag2,rolling_mean_5,rolling_mean_7,rolling_mean_2,home_score,away_score,result_numeric,lag1_result_numeric
2022,Ｊ１,第７節第２日,22/04/06(水),19:03,FC東京,3-1,神戸,味スタ,13814,ＤＡＺＮ,0,0,水,0,14197.666666666666,2022-04-06 19:03:00,2022-04-06,2022,4,19,21.8,0.0,快適2,0,14415.0,14364.0,14694.4,12585.0,14114.5,3,1,1,1.0
2022,Ｊ１,第８節第２日,22/04/10(日),14:02,FC東京,0-0,浦和,味スタ,22429,ＤＡＺＮ／ＮＨＫ総合,0,0,日,1,16886.0,2022-04-10 14:02:00,2022-04-10,2022,4,14,26.8,0.0,暑い,0,13814.0,14415.0,15538.4,15092.714285714286,18121.5,0,0,0,1.0
2022,Ｊ１,第２節第３日,22/04/20(水),19:03,FC東京,0-0,名古屋,味スタ,11214,ＤＡＺＮ,0,0,水,0,15819.0,2022-04-20 19:03:00,2022-04-20,2022,4,19,14.0,1.5,やや寒い,1,22429.0,13814.0,15247.2,15302.142857142857,16821.5,0,0,0,0.0
2022,Ｊ１,第１０節第３日,22/04/29(金・祝),19:03,FC東京,2-0,Ｇ大阪,国立,43125,ＤＡＺＮ,0,1,金・祝,1,25589.333333333332,2022-04-29 19:03:00,2022-04-29,2022,4,19,16.4,40.0,快適,1,11214.0,22429.0,20999.4,18861.571428571428,27169.5,2,0,1,0.0
2022,Ｊ１,第１２節第３日,22/05/08(日),15:05,FC東京,0-1,鳥栖,味スタ,15822,ＤＡＺＮ,0,0,日,1,23387.0,2022-05-08 15:05:00,2022-05-08,2022,5,15,22.5,0.0,快適2,0,43125.0,11214.0,21280.8,19311.85714285714,29473.5,0,1,0,1.0
2022,Ｊ１,第１４節第１日,22/05/21(土),15:03,FC東京,0-0,柏,味スタ,13603,ＤＡＺＮ,0,0,土,1,24183.333333333332,2022-05-21 15:03:00,2022-05-21,2022,5,15,20.7,39.5,快適2,1,15822.0,43125.0,21238.6,19203.14285714286,14712.5,0,0,0,0.0
2022,Ｊ１,第１６節第２日,22/05/29(日),15:03,FC東京,3-1,鹿島,味スタ,28436,ＤＡＺＮ,0,0,日,1,19287.0,2022-05-29 15:03:00,2022-05-29,2022,5,15,31.2,0.0,猛暑,0,13603.0,15822.0,22440.0,21206.14285714286,21019.5,3,1,1,0.0
2022,Ｊ１,第１９節第１日,22/07/02(土),18:03,FC東京,2-2,福岡,味スタ,14613,ＤＡＺＮ,0,0,土,1,18884.0,2022-07-02 18:03:00,2022-07-02,2022,7,18,35.2,0.0,酷暑,0,28436.0,13603.0,23119.8,21320.285714285714,21524.5,2,2,0,1.0
2022,Ｊ１,第２０節第１日,22/07/06(水),19:03,FC東京,3-0,札幌,味スタ,11516,ＤＡＺＮ,0,0,水,0,18188.333333333332,2022-07-06 19:03:00,2022-07-06,2022,7,19,31.1,0.0,猛暑,0,14613.0,28436.0,16798.0,19761.285714285714,13064.5,3,0,1,0.0
2022,Ｊ１,第２２節第２日,22/07/17(日),18:03,FC東京,2-0,磐田,味スタ,18212,ＤＡＺＮ,0,0,日,1,14780.333333333334,2022-07-17 18:03:00,2022-07-17,2022,7,18,29.8,1.5,暑い,1,11516.0,14613.0,17276.0,20761.0,14864.0,2,0,1,1.0
2022,Ｊ１,第２４節第２日,22/08/07(日),18:04,FC東京,0-2,清水,味スタ,20577,ＤＡＺＮ,0,0,日,1,16768.333333333332,2022-08-07 18:04:00,2022-08-07,2022,8,18,33.0,0.0,猛暑,0,18212.0,11516.0,18670.8,17539.85714285714,19394.5,0,2,0,1.0
2022,Ｊ１,第２８節第２日,22/09/03(土),19:08,FC東京,2-2,横浜FM,味スタ,29034,ＤＡＺＮ,0,0,土,1,22607.666666666668,2022-09-03 19:08:00,2022-09-03,2022,9,19,29.1,0.0,暑い,0,20577.0,18212.0,18790.4,19427.285714285714,24805.5,2,2,0,0.0
2022,Ｊ１,第３０節第３日,22/09/18(日),19:03,FC東京,2-0,京都,国立,50994,ＤＡＺＮ,0,1,日,1,33535.0,2022-09-18 19:03:00,2022-09-18,2022,9,19,26.7,72.5,暑い,1,29034.0,20577.0,26066.6,24768.85714285714,40014.0,2,0,1,0.0
2022,Ｊ１,第３２節第１日,22/10/08(土),15:04,FC東京,0-2,湘南,味スタ,24183,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,土,1,34737.0,2022-10-08 15:04:00,2022-10-08,2022,10,15,20.9,0.0,快適2,0,50994.0,29034.0,28600.0,24161.285714285714,37588.5,0,2,0,1.0
2022,Ｊ１,第２５節第４日,22/10/12(水),19:03,FC東京,4-0,Ｃ大阪,味スタ,12449,ＤＡＺＮ,0,0,水,0,29208.666666666668,2022-10-12 19:03:00,2022-10-12,2022,10,19,20.0,0.0,快適,0,24183.0,50994.0,27447.4,23852.14285714286,18316.0,4,0,1,0.0
2022,Ｊ１,第３４節第１日,22/11/05(土),14:03,FC東京,2-3,川崎Ｆ,味スタ,34820,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ／ＮＨＫ　ＢＳ１,0,0,土,1,23817.333333333332,2022-11-05 14:03:00,2022-11-05,2022,11,14,17.3,0.0,快適,0,12449.0,24183.0,30296.0,27181.285714285714,23634.5,2,3,0,1.0
2023,Ｊ１,第１節第２日,23/02/18(土),14:03,FC東京,2-0,浦和,味スタ,38051,ＤＡＺＮ／ＮＨＫ総合,0,0,土,1,28440.0,2023-02-18 14:03:00,2023-02-18,2023,2,14,15.0,0.0,やや寒い,0,34820.0,12449.0,32099.4,30015.428571428572,36435.5,2,0,1,0.0
2023,Ｊ１,第４節第２日,23/03/12(日),15:03,FC東京,3-1,横浜FC,味スタ,23752,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,日,1,32207.666666666668,2023-03-12 15:03:00,2023-03-12,2023,3,15,18.8,0.0,快適,0,38051.0,34820.0,26651.0,30469.0,30901.5,3,1,1,1.0
2023,Ｊ１,第７節第２日,23/04/09(日),15:04,FC東京,2-2,湘南,味スタ,20949,ＤＡＺＮ,0,0,日,1,27584.0,2023-04-09 15:04:00,2023-04-09,2023,4,15,17.7,0.0,快適,0,23752.0,38051.0,26004.2,29314.0,22350.5,2,2,0,1.0
2023,Ｊ１,第８節第１日,23/04/15(土),16:03,FC東京,1-2,Ｃ大阪,味スタ,16939,ＤＡＺＮ,0,0,土,1,20546.666666666668,2023-04-15 16:03:00,2023-04-15,2023,4,16,18.0,33.0,快適,1,20949.0,23752.0,26902.2,24449.0,18944.0,1,2,0,0.0
2023,Ｊ１,第１０節第１日,23/04/29(土・祝),15:03,FC東京,2-1,新潟,味スタ,32181,ＤＡＺＮ,0,0,土・祝,1,23356.333333333332,2023-04-29 15:03:00,2023-04-29,2023,4,15,23.8,1.0,快適2,1,16939.0,20949.0,26374.4,25591.571428571428,24560.0,2,1,1,0.0
2023,Ｊ１,第１３節第１日,23/05/12(金),19:34,FC東京,2-1,川崎Ｆ,国立,56705,ＤＡＺＮ,0,1,金,0,35275.0,2023-05-12 19:34:00,2023-05-12,2023,5,19,21.9,0.0,快適2,0,32181.0,16939.0,30105.2,31913.85714285714,44443.0,2,1,1,1.0
2023,Ｊ１,第１６節第１日,23/06/03(土),15:03,FC東京,2-3,横浜FM,味スタ,28553,ＤＡＺＮ,0,0,土,1,39146.333333333336,2023-06-03 15:03:00,2023-06-03,2023,6,15,24.0,92.5,快適2,1,56705.0,32181.0,31065.4,31018.571428571428,42629.0,2,3,0,1.0
2023,Ｊ１,第１８節第１日,23/06/24(土),19:03,FC東京,2-0,名古屋,味スタ,28636,ＤＡＺＮ,0,0,土,1,37964.666666666664,2023-06-24 19:03:00,2023-06-24,2023,6,19,29.5,0.0,暑い,0,28553.0,56705.0,32602.8,29673.571428571428,28594.5,2,0,1,0.0
2023,Ｊ１,第１９節第２日,23/07/01(土),19:03,FC東京,1-0,柏,味スタ,20571,ＤＡＺＮ,0,0,土,1,25920.0,2023-07-01 19:03:00,2023-07-01,2023,7,19,27.8,13.5,暑い,1,28636.0,28553.0,33329.2,29219.14285714286,24603.5,1,0,1,1.0
2023,Ｊ１,第２１節第２日,23/07/16(日),19:03,FC東京,1-3,鹿島,味スタ,37014,ＤＡＺＮ,0,0,日,1,28740.333333333332,2023-07-16 19:03:00,2023-07-16,2023,7,19,35.3,0.0,酷暑,0,20571.0,28636.0,34295.8,31514.14285714286,28792.5,1,3,0,1.0
2023,Ｊ１,第２３節第１日,23/08/12(土),19:03,FC東京,2-0,京都,味スタ,23162,ＤＡＺＮ／ＮＨＫ　ＢＳ１,0,0,土,1,26915.666666666668,2023-08-12 19:03:00,2023-08-12,2023,8,19,35.5,0.0,酷暑,0,37014.0,20571.0,27587.2,32403.14285714286,30088.0,2,0,1,0.0
2023,Ｊ１,第２５節第２日,23/08/26(土),19:03,FC東京,2-2,神戸,国立,48634,ＤＡＺＮ,0,1,土,1,36270.0,2023-08-26 19:03:00,2023-08-26,2023,8,19,33.4,3.5,猛暑,1,23162.0,37014.0,31603.4,34753.57142857143,35898.0,2,2,0,1.0
2023,Ｊ１,第２６節第２日,23/09/03(日),19:03,FC東京,1-2,福岡,味スタ,16068,ＤＡＺＮ,0,0,日,1,29288.0,2023-09-03 19:03:00,2023-09-03,2023,9,19,34.6,3.5,猛暑,1,48634.0,23162.0,29089.8,28948.285714285714,32351.0,1,2,0,0.0
2023,Ｊ１,第２８節第１日,23/09/23(土・祝),15:04,FC東京,3-2,鳥栖,味スタ,20303,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,土・祝,1,28335.0,2023-09-23 15:04:00,2023-09-23,2023,9,15,24.3,4.0,快適2,1,16068.0,48634.0,29036.2,27769.714285714286,18185.5,3,2,1,0.0
2023,Ｊ１,第２９節第３日,23/10/01(日),15:03,FC東京,3-0,Ｇ大阪,味スタ,30521,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,日,1,22297.333333333332,2023-10-01 15:03:00,2023-10-01,2023,10,15,29.9,0.0,暑い,0,20303.0,16068.0,27737.6,28039.0,25412.0,3,0,1,1.0
2023,Ｊ１,第３１節第２日,23/10/28(土),15:03,FC東京,1-2,広島,味スタ,30981,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,土,1,27268.333333333332,2023-10-28 15:03:00,2023-10-28,2023,10,15,21.4,0.0,快適2,0,30521.0,20303.0,29301.4,29526.14285714286,30751.0,1,2,0,1.0
2023,Ｊ１,第３３節第２日,23/11/25(土),14:03,FC東京,1-3,札幌,味スタ,26945,ＤＡＺＮ,0,0,土,1,29482.333333333332,2023-11-25 14:03:00,2023-11-25,2023,11,14,13.5,0.0,やや寒い,0,30981.0,30521.0,24963.6,28087.714285714286,28963.0,1,3,0,0.0
2024,Ｊ１,第２節第２日,24/03/02(土),15:04,FC東京,1-1,広島,味スタ,32274,ＤＡＺＮ,0,0,土,1,30066.666666666668,2024-03-02 15:04:00,2024-03-02,2024,3,15,10.1,0.0,やや寒い,0,26945.0,30981.0,28204.8,29389.428571428572,29609.5,1,1,0,0.0
2024,Ｊ１,第３節第１日,24/03/09(土),16:03,FC東京,1-2,神戸,味スタ,24974,ＤＡＺＮ,0,0,土,1,28064.333333333332,2024-03-09 16:03:00,2024-03-09,2024,3,16,11.2,0.0,やや寒い,0,32274.0,26945.0,29139.0,26009.428571428572,28624.0,1,2,0,0.0
2024,Ｊ１,第６節第１日,24/04/03(水),19:33,FC東京,2-1,浦和,国立,49005,ＤＡＺＮ,0,1,水,0,35417.666666666664,2024-04-03 19:33:00,2024-04-03,2024,4,19,16.6,11.5,快適,1,24974.0,32274.0,32835.8,30714.714285714286,36989.5,2,1,1,0.0
2024,Ｊ１,第７節第２日,24/04/07(日),17:04,FC東京,2-0,鹿島,国立,52772,ＤＡＺＮ,0,1,日,1,42250.333333333336,2024-04-07 17:04:00,2024-04-07,2024,4,17,22.6,1.5,快適2,1,49005.0,24974.0,37194.0,35353.142857142855,50888.5,2,0,1,1.0
2024,Ｊ１,第９節第２日,24/04/21(日),15:03,FC東京,1-2,町田,味スタ,30811,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ（録）,0,0,日,1,44196.0,2024-04-21 15:03:00,2024-04-21,2024,4,15,23.3,5.0,快適2,1,52772.0,49005.0,37967.2,35394.57142857143,41791.5,1,2,0,1.0
2024,Ｊ１,第１１節第１日,24/05/03(金・祝),15:03,FC東京,2-1,京都,味スタ,26770,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,金・祝,1,36784.333333333336,2024-05-03 15:03:00,2024-05-03,2024,5,15,24.2,0.0,快適2,0,30811.0,52772.0,36866.4,34793.0,28790.5,2,1,1,0.0
2024,Ｊ１,第１３節第１日,24/05/11(土),17:03,FC東京,3-3,柏,味スタ,22325,ＤＡＺＮ,0,0,土,1,26635.333333333332,2024-05-11 17:03:00,2024-05-11,2024,5,17,25.9,0.0,暑い,0,26770.0,30811.0,36336.6,34133.0,24547.5,3,3,0,1.0
2024,Ｊ１,第１５節第２日,24/05/19(日),15:03,FC東京,1-1,横浜FM,味スタ,30411,ＤＡＺＮ,0,0,日,1,26502.0,2024-05-19 15:03:00,2024-05-19,2024,5,15,24.1,0.0,快適2,0,22325.0,26770.0,32617.8,33866.857142857145,26368.0,1,1,0,0.0
2024,Ｊ１,第１６節第２日,24/05/26(日),15:03,FC東京,0-1,Ｇ大阪,味スタ,27972,ＤＡＺＮ,0,0,日,1,26902.666666666668,2024-05-26 15:03:00,2024-05-26,2024,5,15,26.6,0.0,暑い,0,30411.0,22325.0,27657.8,34295.142857142855,29191.5,0,1,0,0.0
2024,Ｊ１,第１８節第２日,24/06/16(日),18:03,FC東京,1-1,磐田,味スタ,24580,ＤＡＺＮ,0,0,日,1,27654.333333333332,2024-06-16 18:03:00,2024-06-16,2024,6,18,28.7,5.5,暑い,1,27972.0,30411.0,26411.6,30805.85714285714,26276.0,1,1,0,0.0
2024,Ｊ１,第２０節第１日,24/06/26(水),19:03,FC東京,1-0,札幌,味スタ,15828,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,水,0,22793.333333333332,2024-06-26 19:03:00,2024-06-26,2024,6,19,31.4,0.0,猛暑,0,24580.0,27972.0,24223.2,25528.14285714286,20204.0,1,0,1,0.0
2024,Ｊ１,第２１節第２日,24/06/30(日),18:34,FC東京,0-1,福岡,味スタ,20133,ＤＡＺＮ,0,0,日,1,20180.333333333332,2024-06-30 18:34:00,2024-06-30,2024,6,18,29.0,1.5,暑い,1,15828.0,24580.0,23784.8,24002.714285714286,17980.5,0,1,0,1.0
2024,Ｊ１,第２３節第１日,24/07/13(土),19:03,FC東京,2-0,新潟,国立,57885,ＤＡＺＮ／ＮＨＫ　ＢＳ,0,1,土,1,31282.0,2024-07-13 19:03:00,2024-07-13,2024,7,19,31.3,0.0,猛暑,0,20133.0,15828.0,29279.6,28447.714285714286,39009.0,2,0,1,0.0
2024,Ｊ１,第２６節第２日,24/08/11(日・祝),19:03,FC東京,0-3,川崎Ｆ,味スタ,37452,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,日・祝,1,38490.0,2024-08-11 19:03:00,2024-08-11,2024,8,19,35.9,0.0,酷暑,0,57885.0,20133.0,31175.6,30608.714285714286,47668.5,0,3,0,1.0
2024,Ｊ１,第２７節第２日,24/08/17(土),19:03,FC東京,0-0,東京Ｖ,味スタ,39921,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,0,0,土,1,45086.0,2024-08-17 19:03:00,2024-08-17,2024,8,19,35.9,0.0,酷暑,0,37452.0,57885.0,34243.8,31967.285714285714,38686.5,0,0,0,0.0
2024,Ｊ１,第３０節第２日,24/09/14(土),19:04,FC東京,4-1,名古屋,国立,55896,ＤＡＺＮ,0,1,土,1,44423.0,2024-09-14 19:04:00,2024-09-14,2024,9,19,34.5,0.0,猛暑,0,39921.0,37452.0,42257.4,35956.42857142857,47908.5,4,1,1,0.0
2024,Ｊ１,第３３節第２日,24/10/05(土),15:03,FC東京,1-1,鳥栖,味スタ,21140,ＤＡＺＮ,0,0,土,1,38985.666666666664,2024-10-05 15:03:00,2024-10-05,2024,10,15,24.5,9.5,快適2,1,55896.0,39921.0,42458.8,35465.0,38518.0,1,1,0,1.0
2024,Ｊ１,第３５節第４日,24/11/03(日・祝),14:03,FC東京,0-2,湘南,味スタ,28337,ＤＡＺＮ／テレビ東京（録）,0,0,日・祝,1,35124.333333333336,2024-11-03 14:03:00,2024-11-03,2024,11,14,22.6,0.0,快適2,0,21140.0,55896.0,36549.2,37252.0,24738.5,0,2,0,0.0
2024,Ｊ１,第３８節第１日,24/12/08(日),14:03,FC東京,3-0,Ｃ大阪,味スタ,32787,ＤＡＺＮ,0,0,日,1,27421.333333333332,2024-12-08 14:03:00,2024-12-08,2024,12,14,14.2,0.0,やや寒い,0,28337.0,21140.0,35616.2,39059.71428571428,30562.0,3,0,1,0.0
